0.00000000,0.06025597
0.06283186,0.11498888
0.12566371,0.16908081
0.18849556,0.22245158
0.25132743,0.27927750
0.31415927,0.33592623
0.37699112,0.39146614
0.43982297,0.44581991
0.50265485,0.49891371
0.56548667,0.55067873
0.62831855,0.60105032
0.69115037,0.64996886
0.75398225,0.69626838
0.81681406,0.73875898
0.87964594,0.77965051
0.94247782,0.81890315
1.00530970,0.85648185
1.06814146,0.89235646
1.13097334,0.92650181
1.19380522,0.95889729
1.25663710,0.97449476
1.31946886,0.98304254
1.38230073,0.98976201
1.44513261,0.99465197
1.50796449,0.99771613
1.57079637,0.99896139
1.63362813,0.99839908
1.69646001,0.99604303
1.75929189,0.99191159
1.82212377,0.98602599
1.88495564,0.97841078
1.94778740,0.96905094
2.01061940,0.94242126
2.07345104,0.91408402
2.13628292,0.88408548
2.19911480,0.85247272
2.26194668,0.81929618
2.32477856,0.77806836
2.38761044,0.73152095
2.45044231,0.67925131
2.51327419,0.62567878
2.57610607,0.57087809
2.63893771,0.51492608
2.70176959,0.45790201
2.76460147,0.39988798
2.82743335,0.34096813
2.89026523,0.28122789
2.95309711,0.22075491
3.01592898,0.15963762
3.07876086,0.09796570
3.14159274,0.03582948
3.20442462,-0.02668066
3.26725626,-0.08528816
3.33008814,-0.14357558
3.39292002,-0.20189461
3.45575190,-0.26016635
3.51858377,-0.31831297
3.58141565,-0.37625837
3.64424753,-0.43294942
3.70707941,-0.48571122
3.76991129,-0.53804398
3.83274293,-0.58988839
3.89557481,-0.64118731
3.95840669,-0.69188637
4.02123880,-0.74193460
4.08407068,-0.79128319
4.14690208,-0.83988762
4.20973396,-0.88137609
4.27256584,-0.90578431
4.33539772,-0.92193657
4.39822960,-0.93755203
4.46106148,-0.95262927
4.52389336,-0.96716774
4.58672523,-0.98116869
4.64955711,-0.99463439
4.71238899,-1.00756884
4.77522087,-1.01893973
4.83805275,-1.01066506
4.90088463,-1.00092840
4.96371651,-0.98513162
5.02654839,-0.95919365
5.08938026,-0.93364710
5.15221214,-0.90850908
5.21504402,-0.88379383
5.27787542,-0.85951465
5.34070730,-0.82744628
5.40353918,-0.76930082
5.46637106,-0.71258318
5.52920294,-0.65729254
5.59203482,-0.60342610
5.65486670,-0.55097717
5.71769857,-0.49993676
5.78053045,-0.45029366
5.84336233,-0.40203336
5.90619421,-0.35514063
5.96902609,-0.30959773
6.03185797,-0.26538399
6.09468985,-0.22247936
6.15752172,-0.18086113
6.22035360,-0.14050601
6.28318548,-0.10138963
